year,bid,Sa,E[Sa],Un,state,profit,revenue,energy_cost,tech_cost,gp_status,gp_MIPGap,fid,field_type,crop,irr_vol,yield,yield_rate,irr_depth,w,field_area,wid,water_depth,withdrawal,energy
2012,b1,0.22845248,0.33465663,0.11207069,Repetition,2.98260564,5.1328622,0.27425656,1.876,2.0,2.201e-05,f1,irrigated,others,13.38315193,0.70697125,0.86213272,26.76630386,43.56630386,50.0,w1,45.30473,13.38315193,9.873e-05
2012,b2,0.22835777,0.33455968,0.11210482,Repetition,2.98119408,5.13318104,0.27598696,1.876,2.0,2.281e-05,f2,irrigated,others,13.38578334,0.70701516,0.86218627,26.77156667,43.57156667,50.0,w2,45.658887,13.38578334,9.936e-05
2012,b3,0.0,0.0,0.70031044,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f3,rainfed,corn,0.0,0.0,0.0,0.0,16.8,50.0,w3,45.99825,0.0,0.0
2012,b4,0.61856123,0.69761137,0.08177248,Repetition,11.08375665,13.41257155,0.4528149,1.876,2.0,1.174e-05,f4,irrigated,corn,21.89062381,2.20601506,0.95211554,43.78124762,60.58124762,50.0,w4,45.8497,21.89062381,0.00016301
2012,b5,0.11143208,0.15868916,0.22938661,Deliberation,1.35865823,1.35865823,0.0,0.0,2.0,0.0,f5,rainfed,others,0.0,0.18713386,0.22820478,0.0,16.84,50.0,w5,46.14284,0.0,0.0
2012,b6,0.0,0.0,0.70035751,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f6,rainfed,corn,0.0,0.0,0.0,0.0,16.8,50.0,w6,45.697587,0.0,0.0
2012,b7,0.61851053,0.69757273,0.08179343,Repetition,11.08222839,13.41250866,0.45428026,1.876,2.0,1.166e-05,f7,irrigated,corn,21.89040839,2.20600471,0.95211108,43.78081677,60.58081677,50.0,w7,46.039174,21.89040839,0.00016354
2012,b8,0.11074583,0.15704349,0.22957303,Deliberation,1.34978005,1.34978005,0.0,0.0,2.0,0.0,f8,rainfed,others,0.0,0.18591103,0.22671358,0.0,16.8,50.0,w8,46.48909,0.0,0.0
2012,b9,0.61829593,0.69740888,0.08188204,Repetition,11.07576106,13.4122435,0.46048244,1.876,2.0,1.201e-05,f9,irrigated,corn,21.88950031,2.2059611,0.95209226,43.77900061,60.57900061,50.0,w9,46.843274,21.88950031,0.00016577
2012,b10,0.11143208,0.15868916,0.2293222,Deliberation,1.35865823,1.35865823,0.0,0.0,2.0,0.0,f10,rainfed,others,0.0,0.18713386,0.22820478,0.0,16.84,50.0,w10,46.54279,0.0,0.0
2012,b11,0.0,0.0,0.70038203,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f11,rainfed,corn,0.0,0.0,0.0,0.0,16.84,50.0,w11,46.835545,0.0,0.0
2012,b12,0.0,0.0,0.70025786,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f12,rainfed,corn,0.0,0.0,0.0,0.0,16.8,50.0,w12,46.333722,0.0,0.0
2012,b13,0.0,0.0,0.70018003,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f13,rainfed,corn,0.0,0.0,0.0,0.0,16.8,50.0,w13,46.830254,0.0,0.0
2012,b14,0.11074583,0.15704349,0.2294436,Deliberation,1.34978005,1.34978005,0.0,0.0,2.0,0.0,f14,rainfed,others,0.0,0.18591103,0.22671358,0.0,16.8,50.0,w14,47.24076,0.0,0.0
2012,b15,0.11143208,0.15868916,0.22919997,Deliberation,1.35865823,1.35865823,0.0,0.0,2.0,0.0,f15,rainfed,others,0.0,0.18713386,0.22820478,0.0,16.84,50.0,w15,47.277657,0.0,0.0
2012,b16,0.11143208,0.15868916,0.22915202,Deliberation,1.35865823,1.35865823,0.0,0.0,2.0,0.0,f16,rainfed,others,0.0,0.18713386,0.22820478,0.0,16.84,50.0,w16,47.569375,0.0,0.0
2012,b17,0.0,0.0,0.7002631,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f17,rainfed,corn,0.0,0.0,0.0,0.0,17.09,50.0,w17,47.251492,0.0,0.0
2012,b18,0.0,0.0,0.70015941,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f18,rainfed,corn,0.0,0.0,0.0,0.0,17.09,50.0,w18,47.92403,0.0,0.0
2012,b19,0.61594089,0.69747332,0.08441085,Repetition,11.00502632,13.33910099,0.45807467,1.876,2.0,1.11e-05,f19,irrigated,corn,21.64047261,2.19393108,0.9469001,43.28094521,60.09094521,50.0,w19,47.21344,21.64047261,0.00016491
2012,b20,0.0,0.0,0.70031467,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f20,rainfed,corn,0.0,0.0,0.0,0.0,16.81,50.0,w20,47.456116,0.0,0.0
2012,b21,0.61644777,0.69749845,0.08380047,Repetition,11.02021382,13.35333488,0.45712107,1.876,2.0,1.178e-05,f21,irrigated,corn,21.54699352,2.19627218,0.94791052,43.09398704,60.18398704,50.0,w21,47.3478,21.54699352,0.00016456
2012,b22,0.0,0.0,0.70019941,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f22,rainfed,corn,0.0,0.0,0.0,0.0,17.09,50.0,w22,47.66445,0.0,0.0
2012,b23,0.0,0.0,0.70014938,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f23,rainfed,corn,0.0,0.0,0.0,0.0,17.09,50.0,w23,47.989022,0.0,0.0
2012,b24,0.0,0.0,0.70009721,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f24,rainfed,corn,0.0,0.0,0.0,0.0,17.09,50.0,w24,48.327298,0.0,0.0
2012,b25,0.0,0.0,0.70029327,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f25,rainfed,corn,0.0,0.0,0.0,0.0,16.81,50.0,w25,47.59609,0.0,0.0
2012,b26,0.11091751,0.16473082,0.22968467,Deliberation,1.3520005,1.3520005,0.0,0.0,2.0,0.0,f26,rainfed,others,0.0,0.18621686,0.22708653,0.0,16.81,50.0,w26,47.834317,0.0,0.0
2012,b27,0.61633284,0.69741082,0.08384845,Repetition,11.0167686,13.35318766,0.46041906,1.876,2.0,1.343e-05,f27,irrigated,corn,21.54651005,2.19624797,0.94790007,43.0930201,60.1830201,50.0,w27,47.78187,21.54651005,0.00016575
2012,b28,0.61600626,0.69734866,0.08412715,Repetition,11.00698392,13.34520754,0.46222361,1.876,2.0,1.321e-05,f28,irrigated,corn,21.52037607,2.19493545,0.94733359,43.04075214,60.13075214,50.0,w28,48.092477,21.52037607,0.0001664
2012,b29,0.61592169,0.69728452,0.08416233,Repetition,11.00445136,13.34510549,0.46465413,1.876,2.0,1.298e-05,f29,irrigated,corn,21.5200428,2.19491867,0.94732634,43.0400856,60.1300856,50.0,w29,48.412755,21.5200428,0.00016728
2012,b30,0.61583318,0.69721741,0.08419915,Repetition,11.00180156,13.34499878,0.46719722,1.876,2.0,1.274e-05,f30,irrigated,corn,21.51969431,2.19490112,0.94731877,43.03938862,60.12938862,50.0,w30,48.74797,21.51969431,0.00016819
2012,b31,0.61573206,0.69731462,0.08449987,Repetition,10.99877493,13.33883205,0.46405712,1.876,2.0,1.33e-05,f31,irrigated,corn,21.63959789,2.19388685,0.94688101,43.27919579,60.08919579,50.0,w31,47.997506,21.63959789,0.00016706
2012,b32,0.61542468,0.69726924,0.08477278,Repetition,10.98957958,13.33080279,0.46522321,1.876,2.0,1.314e-05,f32,irrigated,corn,21.61355544,2.19256625,0.94631104,43.22711087,60.03711087,50.0,w32,48.223138,21.61355544,0.00016748
2012,b33,0.61515475,0.69706487,0.08488745,Repetition,10.98151081,13.33047554,0.47296473,1.876,2.0,1.242e-05,f33,irrigated,corn,21.61249697,2.19251242,0.94628781,43.22499394,60.03499394,50.0,w33,49.23943,21.61249697,0.00017027
