year,bid,Sa,E[Sa],Un,state,profit,revenue,energy_cost,tech_cost,gp_status,gp_MIPGap,fid,field_type,crop,irr_vol,yield,yield_rate,irr_depth,w,field_area,wid,water_depth,withdrawal,energy
2012,b1,0.32705074,0.33741798,0.02379534,Repetition,4.55498143,6.66015826,0.22917683,1.876,2.0,1.921e-05,f1,irrigated,others,11.18336146,0.7337127,0.89474321,22.36672293,47.56672293,50.0,w1,45.30473,11.18336146,8.25e-05
2012,b2,0.27849299,0.21856,0.07235309,Repetition,3.75375164,3.75375164,0.0,0.0,2.0,0.0,f2,rainfed,others,0.0,0.41353,0.50428889,0.0,25.2,50.0,w2,45.658887,0.0,0.0
2012,b3,0.0,0.0,0.70515276,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f3,rainfed,corn,0.0,0.0,0.0,0.0,25.2,50.0,w3,45.99825,0.0,0.0
2012,b4,0.72995424,0.69893201,0.02479044,Repetition,15.05538424,17.33854841,0.40716417,1.876,2.0,5.28e-05,f4,irrigated,corn,19.68372013,2.28108781,0.98451692,39.36744025,64.56744025,50.0,w4,45.8497,19.68372013,0.00014658
2012,b5,0.27929838,0.22057585,0.07164118,Repetition,3.76659573,3.76659573,0.0,0.0,2.0,0.0,f5,rainfed,others,0.0,0.41494496,0.5060144,0.0,25.26,50.0,w5,46.14284,0.0,0.0
2012,b6,0.0,0.0,0.70517508,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f6,rainfed,corn,0.0,0.0,0.0,0.0,25.2,50.0,w6,45.697587,0.0,0.0
2012,b7,0.7299232,0.69889749,0.0247735,Repetition,15.0540627,17.33854841,0.40848572,1.876,2.0,5.263e-05,f7,irrigated,corn,19.68372013,2.28108781,0.98451692,39.36744025,64.56744025,50.0,w7,46.039174,19.68372013,0.00014705
2012,b8,0.27849299,0.21856,0.07235309,Repetition,3.75375164,3.75375164,0.0,0.0,2.0,0.0,f8,rainfed,others,0.0,0.41353,0.50428889,0.0,25.2,50.0,w8,46.48909,0.0,0.0
2012,b9,0.72979179,0.69875136,0.0247018,Repetition,15.04846847,17.33854841,0.41407994,1.876,2.0,5.191e-05,f9,irrigated,corn,19.68372013,2.28108781,0.98451692,39.36744025,64.56744025,50.0,w9,46.843274,19.68372013,0.00014907
2012,b10,0.27929838,0.22057585,0.07164118,Repetition,3.76659573,3.76659573,0.0,0.0,2.0,0.0,f10,rainfed,others,0.0,0.41494496,0.5060144,0.0,25.26,50.0,w10,46.54279,0.0,0.0
2012,b11,0.0,0.0,0.70538977,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f11,rainfed,corn,0.0,0.0,0.0,0.0,25.26,50.0,w11,46.835545,0.0,0.0
2012,b12,0.0,0.0,0.70512785,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f12,rainfed,corn,0.0,0.0,0.0,0.0,25.2,50.0,w12,46.333722,0.0,0.0
2012,b13,0.0,0.0,0.70509097,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f13,rainfed,corn,0.0,0.0,0.0,0.0,25.2,50.0,w13,46.830254,0.0,0.0
2012,b14,0.27849299,0.21856,0.07235309,Repetition,3.75375164,3.75375164,0.0,0.0,2.0,0.0,f14,rainfed,others,0.0,0.41353,0.50428889,0.0,25.2,50.0,w14,47.24076,0.0,0.0
2012,b15,0.27929838,0.22057585,0.07164118,Repetition,3.76659573,3.76659573,0.0,0.0,2.0,0.0,f15,rainfed,others,0.0,0.41494496,0.5060144,0.0,25.26,50.0,w15,47.277657,0.0,0.0
2012,b16,0.27929838,0.22057585,0.07164118,Repetition,3.76659573,3.76659573,0.0,0.0,2.0,0.0,f16,rainfed,others,0.0,0.41494496,0.5060144,0.0,25.26,50.0,w16,47.569375,0.0,0.0
2012,b17,0.0,0.02961497,0.70527963,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f17,rainfed,corn,0.0,0.0,0.0,0.0,25.635,50.0,w17,47.251492,0.0,0.0
2012,b18,0.0,0.02961497,0.70523219,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f18,rainfed,corn,0.0,0.0,0.0,0.0,25.635,50.0,w18,47.92403,0.0,0.0
2012,b19,0.72856846,0.69881464,0.02316417,Repetition,14.99652128,17.28367928,0.411158,1.876,2.0,4.817e-05,f19,irrigated,corn,19.42403119,2.27386913,0.98140135,38.84806238,64.06306238,50.0,w19,47.21344,19.42403119,0.00014802
2012,b20,0.72852912,0.69877106,0.02314145,Repetition,14.99485442,17.28367928,0.41282487,1.876,2.0,4.797e-05,f20,irrigated,corn,19.42403119,2.27386913,0.98140135,38.84806238,64.06306238,50.0,w20,47.456116,19.42403119,0.00014862
2012,b21,0.72908982,0.69886478,0.02381699,Repetition,15.01863151,17.304203,0.40957149,1.876,2.0,8.171e-05,f21,irrigated,corn,19.30569212,2.27656927,0.98256672,38.61138425,64.24638425,50.0,w21,47.3478,19.30569212,0.00014745
2012,b22,0.0,0.02961497,0.70525049,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f22,rainfed,corn,0.0,0.0,0.0,0.0,25.635,50.0,w22,47.66445,0.0,0.0
2012,b23,0.0,0.02961497,0.70522761,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f23,rainfed,corn,0.0,0.0,0.0,0.0,25.635,50.0,w23,47.989022,0.0,0.0
2012,b24,0.0,0.02961497,0.70520375,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f24,rainfed,corn,0.0,0.0,0.0,0.0,25.635,50.0,w24,48.327298,0.0,0.0
2012,b25,0.0,0.0,0.70537808,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f25,rainfed,corn,0.0,0.0,0.0,0.0,25.215,50.0,w25,47.59609,0.0,0.0
2012,b26,0.27869458,0.22416186,0.07221709,Repetition,3.75696521,3.75696521,0.0,0.0,2.0,0.0,f26,rainfed,others,0.0,0.41388402,0.50472061,0.0,25.215,50.0,w26,47.834317,0.0,0.0
2012,b27,0.72901998,0.69878715,0.02377778,Repetition,15.01566736,17.304203,0.41253565,1.876,2.0,8.229e-05,f27,irrigated,corn,19.30569212,2.27656927,0.98256672,38.61138425,64.24638425,50.0,w27,47.78187,19.30569212,0.00014851
2012,b28,0.72897003,0.69873162,0.02374972,Repetition,15.01354752,17.304203,0.41465549,1.876,2.0,8.27e-05,f28,irrigated,corn,19.30569212,2.27656927,0.98256672,38.61138425,64.24638425,50.0,w28,48.092477,19.30569212,0.00014928
2012,b29,0.72891849,0.69867432,0.02372077,Repetition,15.01136069,17.304203,0.41684232,1.876,2.0,8.312e-05,f29,irrigated,corn,19.30569212,2.27656927,0.98256672,38.61138425,64.24638425,50.0,w29,48.412755,19.30569212,0.00015006
2012,b30,0.0,0.02961497,0.70517408,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f30,rainfed,corn,0.0,0.0,0.0,0.0,25.635,50.0,w30,48.74797,0.0,0.0
2012,b31,0.72844129,0.6986738,0.0230907,Repetition,14.99113478,17.28367928,0.41654451,1.876,2.0,4.751e-05,f31,irrigated,corn,19.42403119,2.27386913,0.98140135,38.84806238,64.06306238,50.0,w31,47.997506,19.42403119,0.00014996
2012,b32,0.72840469,0.69863327,0.02306955,Repetition,14.98958492,17.28367928,0.41809436,1.876,2.0,4.732e-05,f32,irrigated,corn,19.42403119,2.27386913,0.98140135,38.84806238,64.06306238,50.0,w32,48.223138,19.42403119,0.00015051
2012,b33,0.0,0.0,0.70526564,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f33,rainfed,corn,0.0,0.0,0.0,0.0,25.215,50.0,w33,49.23943,0.0,0.0
2012,b34,0.0,0.0,0.70522656,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f34,rainfed,corn,0.0,0.0,0.0,0.0,25.215,50.0,w34,49.810815,0.0,0.0
2012,b35,0.32414025,0.33635643,0.02603725,Repetition,4.50535149,6.62799121,0.24663972,1.876,2.0,3.001e-05,f35,irrigated,others,11.17907911,0.73016903,0.8904218,22.35815823,46.89815823,50.0,w35,49.745198,11.17907911,8.879e-05
2012,b36,0.72780988,0.69838178,0.02211861,Repetition,14.96442667,17.26797888,0.4275522,1.876,2.0,5.087e-05,f36,irrigated,corn,19.69333387,2.27180356,0.98050985,39.38666774,63.92666774,50.0,w36,48.74934,19.69333387,0.00015392
2012,b37,0.2694603,0.21757986,0.0807172,Repetition,3.61067455,3.61067455,0.0,0.0,2.0,0.0,f37,rainfed,others,0.0,0.39776799,0.48506753,0.0,24.54,50.0,w37,48.32771,0.0,0.0
2012,b38,0.2694603,0.21757986,0.0807172,Repetition,3.61067455,3.61067455,0.0,0.0,2.0,0.0,f38,rainfed,others,0.0,0.39776799,0.48506753,0.0,24.54,50.0,w38,47.858212,0.0,0.0
2012,b39,0.72818349,0.69863007,0.02240774,Repetition,14.98022222,17.27492111,0.41869889,1.876,2.0,5.212e-05,f39,irrigated,corn,19.72329216,2.27271689,0.98090404,39.44658431,63.98658431,50.0,w39,47.386533,19.72329216,0.00015073
2012,b40,0.0,0.0,0.70580572,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f40,rainfed,corn,0.0,0.0,0.0,0.0,24.54,50.0,w40,46.903188,0.0,0.0
2012,b41,0.0,0.0,0.70518264,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f41,rainfed,corn,0.0,0.0,0.0,0.0,25.215,50.0,w41,50.45333,0.0,0.0
2012,b42,0.0,0.0,0.70524586,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f42,rainfed,corn,0.0,0.0,0.0,0.0,25.215,50.0,w42,49.528622,0.0,0.0
2012,b43,0.32474556,0.33660105,0.02616611,Repetition,4.51565565,6.63382906,0.24217341,1.876,2.0,6.049e-05,f43,irrigated,others,10.89972926,0.73081215,0.89120608,21.79945852,47.01445852,50.0,w43,50.18531,10.89972926,8.718e-05
2012,b44,0.0,0.0,0.70520026,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f44,rainfed,corn,0.0,0.0,0.0,0.0,25.215,50.0,w44,50.195554,0.0,0.0
2012,b45,0.0,0.0,0.70560615,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f45,rainfed,corn,0.0,0.0,0.0,0.0,24.54,50.0,w45,50.123658,0.0,0.0
2012,b46,0.2694603,0.21757986,0.0807172,Repetition,3.61067455,3.61067455,0.0,0.0,2.0,0.0,f46,rainfed,others,0.0,0.39776799,0.48506753,0.0,24.54,50.0,w46,48.15935,0.0,0.0
2012,b47,0.2694603,0.21757986,0.0807172,Repetition,3.61067455,3.61067455,0.0,0.0,2.0,0.0,f47,rainfed,others,0.0,0.39776799,0.48506753,0.0,24.54,50.0,w47,48.72949,0.0,0.0
2012,b48,0.2694603,0.21757986,0.0807172,Repetition,3.61067455,3.61067455,0.0,0.0,2.0,0.0,f48,rainfed,others,0.0,0.39776799,0.48506753,0.0,24.54,50.0,w48,48.24907,0.0,0.0
2012,b49,0.72797101,0.69855998,0.02221913,Repetition,14.9712365,17.26797888,0.42074238,1.876,2.0,5.177e-05,f49,irrigated,corn,19.69333387,2.27180356,0.98050985,39.38666774,63.92666774,50.0,w49,47.77129,19.69333387,0.00015147
2012,b50,0.2694603,0.21757986,0.0807172,Repetition,3.61067455,3.61067455,0.0,0.0,2.0,0.0,f50,rainfed,others,0.0,0.39776799,0.48506753,0.0,24.54,50.0,w50,46.60913,0.0,0.0
2012,b51,0.0,0.0,0.70600728,Social comparison,0.0,0.0,0.0,0.0,2.0,0.0,f51,rainfed,corn,0.0,0.0,0.0,0.0,24.195,50.0,w51,45.75902,0.0,0.0
