,all,cali,vali
GW_st,0.3723635762611591,0.26231575274749996,0.532918838712308
withdrawal,0.15833878948397445,0.11885903604728673,0.2026266273117325
rainfed,0.04360760108352688,0.04606217004300052,0.03673396807358062
corn,0.053404483191812055,0.04588512312078415,0.06329875488202362
others,0.05340448319181208,0.04588512312078418,0.06329875488202365
