,all,cali,vali
GW_st,0.32012207408968557,0.27604079563468553,0.43382327438619384
withdrawal,0.15095249372707653,0.10568222433392489,0.20188542680107346
rainfed,0.03494379635938326,0.03609841702140479,0.041444315836948555
corn,0.04551393291129435,0.03593048099157195,0.05859507933261517
others,0.04551393291129435,0.035930480991571964,0.05859507933261518
