,all,cali,vali
GW_st,0.4060286612575085,0.2640908124162723,0.5789827191702913
withdrawal,0.1520603559026335,0.10389690258429198,0.2058263264759392
rainfed,0.022762039416484234,0.023775449963671716,0.01697988672777247
corn,0.05711857714691052,0.048933887615259596,0.06529208996862985
others,0.05711857714691054,0.04893388761525962,0.06529208996862987
