,all,cali,vali
GW_st,0.4602029930146974,0.2880567734238011,0.6499039262634461
withdrawal,0.15730285810516645,0.12398008936417376,0.19508875492972697
rainfed,0.030851754502100825,0.031880752471011624,0.01533801318704863
corn,0.06395957491457346,0.045998028555062874,0.08441769442195912
others,0.0639595749145735,0.04599802855506291,0.08441769442195916
