,all,cali,vali
GW_st,0.4211270708252463,0.2429822005019734,0.6212389788019337
withdrawal,0.16981463223263737,0.13632492931198265,0.2062796170816653
rainfed,0.026937621737128298,0.025638369859846667,0.025307793472186382
corn,0.03676319320690314,0.037895736504758616,0.02940006864415761
others,0.03676319320690317,0.03789573650475865,0.02940006864415764
