,all,cali,vali
GW_st,0.39198936720939453,0.2553125773399393,0.5685213437807353
withdrawal,0.15089840807318314,0.11782550950199312,0.18681102283802384
rainfed,0.02272630725771754,0.022948168762375914,0.02087142911465298
corn,0.047867410154035575,0.044783997460827785,0.05011898569162553
others,0.04786741015403561,0.044783997460827805,0.0501189856916256
