,all,cali,vali
GW_st,0.41866495355302696,0.27907084656580594,0.5819809108910995
withdrawal,0.14773988940879296,0.11015644072204904,0.18951154350656732
rainfed,0.02772589403973013,0.028467325622859502,0.024003980442782968
corn,0.09246040614107434,0.05854475699350515,0.13350795540090035
others,0.09246040614107436,0.058544756993505184,0.13350795540090038
