,all,cali,vali
GW_st,0.38009407729756695,0.2746386739321252,0.5118263461207463
withdrawal,0.1507459845934106,0.10570560891136482,0.2012454604879442
rainfed,0.03364857779466957,0.032507556770165494,0.03392210447975777
corn,0.09265580323219687,0.057789195624721915,0.1331466631847511
others,0.0926558032321969,0.057789195624721956,0.13314666318475113
