,all,cali,vali
GW_st,0.4742057314820007,0.27489905689296484,0.6887879096243166
withdrawal,0.15860453818488224,0.12288707809962353,0.19842367291741242
rainfed,0.029903328623017957,0.03108187531916323,0.02103003817564142
corn,0.052507146434710585,0.04597238948801873,0.05809176946124399
others,0.052507146434710605,0.04597238948801875,0.058091769461244024
