,all,cali,vali
GW_st,0.4363752088089953,0.2797606508138501,0.6126112040659245
withdrawal,0.14325210867414612,0.11570839880459831,0.17405477979128367
rainfed,0.0323465668269065,0.030985061639192846,0.030138705235759268
corn,0.05822777184238742,0.0488722313793835,0.06802173926379458
others,0.058227771842387456,0.048872231379383534,0.06802173926379461
