,all,cali,vali
GW_st,0.46108411372024666,0.2802876407915012,0.6579512811185432
withdrawal,0.15173257778703245,0.12148433268174637,0.18720299757842496
rainfed,0.027893148620851016,0.028366783425821086,0.01693682606327129
corn,0.050391586881618856,0.04074852100734103,0.060972872485543284
others,0.050391586881618884,0.04074852100734105,0.06097287248554331
