,all,cali,vali
GW_st,0.4752917957621591,0.27114178014085893,0.6961440944337954
withdrawal,0.14902385717313238,0.1267162018853359,0.171610838094582
rainfed,0.020874622305253797,0.02211602246215366,0.004717836565568029
corn,0.04999603960814986,0.04598818947761014,0.05246230381898474
others,0.04999603960814989,0.04598818947761015,0.05246230381898479
