,all,cali,vali
GW_st,0.465689574462204,0.28536843157691444,0.6630096004168039
withdrawal,0.1561253959375528,0.1260501860689211,0.18838241706664882
rainfed,0.023135314271474874,0.02417738385397964,0.018789957574963687
corn,0.05017139276345003,0.04126718401091206,0.05976446119555888
others,0.05017139276345005,0.04126718401091208,0.059764461195558914
