,all,cali,vali
GW_st,0.5406966544226192,0.28640585868696883,0.8009523758916552
withdrawal,0.1685443158343259,0.13181558330608378,0.21162785911662826
rainfed,0.024051557590404924,0.025314255762012437,0.00631684301442848
corn,0.038814031501955004,0.02813969933335159,0.05061138577054092
others,0.038814031501955025,0.028139699333351614,0.05061138577054094
