,all,cali,vali
GW_st,0.6103730262142507,0.39531876860075144,0.8447858827310232
withdrawal,0.17232961817271258,0.14943155639663233,0.19312157524046206
rainfed,0.0383295852451373,0.03997967634905334,0.027474501268533527
corn,0.05480090405025082,0.03652238713316479,0.07500862482532218
others,0.05480090405025085,0.03652238713316481,0.07500862482532221
