,all,cali,vali
GW_st,0.39701593241908084,0.25988309934701803,0.558417126723975
withdrawal,0.15405538919735107,0.10611699460360037,0.20812247235912032
rainfed,0.028731572226914172,0.027743057853637818,0.02658152564599962
corn,0.05672196328898386,0.0445158793230546,0.07046003249458747
others,0.05672196328898389,0.04451587932305465,0.07046003249458749
