,all,cali,vali
GW_st,0.4250426863244517,0.264024149448898,0.6097721630764569
withdrawal,0.15158197872861784,0.11362474717628931,0.19383413606653524
rainfed,0.026233058312947265,0.026165592128810075,0.03153763633611333
corn,0.05763506172579373,0.04050116106507377,0.077678096367823
others,0.057635061725793774,0.04050116106507381,0.07767809636782304
