,all,cali,vali
GW_st,0.5811542409327843,0.33485120790944095,0.8393875466295562
withdrawal,0.16830736439666208,0.12321039149542486,0.22159804837811736
rainfed,0.034624748990142645,0.036347010547457134,0.016411976780979488
corn,0.0498046673072976,0.04814824330474928,0.04759229867766456
others,0.04980466730729764,0.0481482433047493,0.04759229867766463
