,all,cali,vali
GW_st,0.45377791041201665,0.2644330597062899,0.657571551657386
withdrawal,0.1582348225660056,0.1270315359537836,0.19294766989905918
rainfed,0.023192454855127023,0.021121371134329894,0.028210541443334243
corn,0.04446407999048357,0.036185323254706706,0.053168232442343616
others,0.0444640799904836,0.036185323254706726,0.053168232442343664
