,all,cali,vali
GW_st,0.3660895299323034,0.24817931346889177,0.5178955815077976
withdrawal,0.16242191727871458,0.12793220202096262,0.19987853605986544
rainfed,0.033440175822392164,0.035077041019580625,0.02544893357205072
corn,0.06064927056271768,0.0379623936723349,0.08609736176531686
others,0.0606492705627177,0.03796239367233492,0.08609736176531688
