,all,cali,vali
GW_st,0.3304780981534247,0.2691037236901484,0.45420260222234066
withdrawal,0.1643057429900014,0.12202584839205474,0.21113771841310028
rainfed,0.02695348362767645,0.026976744782688192,0.026771428994934874
corn,0.06116854009085071,0.04701950393187917,0.07832691861128152
others,0.06116854009085073,0.04701950393187919,0.07832691861128156
