,all,cali,vali
GW_st,0.477303000496109,0.2913613432040874,0.681065823297272
withdrawal,0.15392544751758688,0.10590044865775698,0.2074164718764347
rainfed,0.03390100378226581,0.03581742139988531,0.014141416072164712
corn,0.04578424928939205,0.02880978049865968,0.06408426735163214
others,0.04578424928939208,0.028809780498659704,0.06408426735163215
