,all,cali,vali
GW_st,0.49188629673717615,0.2800426366799167,0.7186245275427803
withdrawal,0.15156567625770334,0.12174892298972405,0.18344085823142142
rainfed,0.02406608877391113,0.024440135745547133,0.025696782843890747
corn,0.06027141528377457,0.04301632857194491,0.0809713587698952
others,0.060271415283774575,0.04301632857194493,0.0809713587698952
