,all,cali,vali
GW_st,0.416352531125409,0.25338836511005,0.6067413464598688
withdrawal,0.14178317577446203,0.11512237374763239,0.17141922002721785
rainfed,0.02738584800954343,0.029047075863383422,0.016812322038778627
corn,0.05881623625747708,0.04729683556816358,0.07123665531235097
others,0.058816236257477096,0.047296835568163616,0.07123665531235099
