,all,cali,vali
GW_st,0.49908391181837464,0.2713675219001426,0.7350565191507612
withdrawal,0.17377973157969193,0.13138976865107344,0.222192167682268
rainfed,0.03309589345017453,0.03470775434180734,0.010720902189842648
corn,0.044029137763198195,0.04317082072308519,0.04015718951339238
others,0.04402913776319822,0.04317082072308521,0.04015718951339242
