,all,cali,vali
GW_st,0.5058029040916671,0.2797105121877169,0.7427625582176945
withdrawal,0.1622247612277698,0.12435884076422346,0.20492778257462813
rainfed,0.025211736460006053,0.026657746966988964,0.011333625946602734
corn,0.04158635403952306,0.03842913623677692,0.04268659026746139
others,0.04158635403952308,0.03842913623677694,0.04268659026746143
