,all,cali,vali
GW_st,0.48342635746134294,0.2922534630316778,0.6889894172053962
withdrawal,0.14923464910420967,0.11818452790526424,0.18414434852874445
rainfed,0.03239052076183676,0.03234319494221768,0.026393300574061307
corn,0.051942941496462114,0.04576125219419758,0.05733274629900387
others,0.05194294149646213,0.04576125219419759,0.057332746299003874
