,all,cali,vali
GW_st,0.48113020030252507,0.27281831505489484,0.7015297722644355
withdrawal,0.15972100826550287,0.13502440825882156,0.18529096775730008
rainfed,0.023145793137952356,0.022652525288087356,0.01904353110894893
corn,0.04746835622075569,0.03519786248921265,0.06277519595156487
others,0.04746835622075573,0.03519786248921269,0.06277519595156492
