,all,cali,vali
GW_st,0.4747784811726526,0.26903257045328693,0.6923790998361387
withdrawal,0.17126475923727588,0.14164226647811617,0.20261764592152962
rainfed,0.026785639647162313,0.026389344386807574,0.023530357918318482
corn,0.04087813472478425,0.03873999179511675,0.03994988662115429
others,0.04087813472478427,0.03873999179511677,0.039949886621154326
