,all,cali,vali
GW_st,0.4279495544651198,0.27740019166180074,0.6052770820580469
withdrawal,0.17044647109401953,0.12219260061324216,0.22373657600864788
rainfed,0.02404459072555585,0.02515567359130341,0.030640843904709062
corn,0.06649874973831786,0.0486523368498614,0.08800760174469363
others,0.06649874973831789,0.04865233684986142,0.08800760174469369
