,all,cali,vali
GW_st,0.3678428446341853,0.25251949503873894,0.5276366166628673
withdrawal,0.13814765393023037,0.11088413550959315,0.16757726255496283
rainfed,0.0221955359038469,0.023448272543212453,0.01732789193763246
corn,0.09904781233331122,0.052891578229610874,0.1495341543661362
others,0.09904781233331125,0.05289157822961091,0.14953415436613626
